net,length_um
_09590_,208.325
_08575_,208.18
_08525_,207.98
cpuregs\[4\]\[4\],207.98
_13521_,207.895
_04897_,207.58
_09487_,207.58
_08834_,207.38
_11553_,207.3
_07787_,207.24
_03596_,207.135
_14112_,207.03
_11855_,206.85
_11272_,206.65
_13863_,206.575
clknet_5_2__leaf_clk,206.3
_14467_,206.24
_08915_,206.215
_09045_,206.2
_11324_,206.07
_10621_,206.03
alu_out_q\[13\],205.94
_02354_,205.85
_10643_,205.85
_09834_,205.76
_06615_,205.67
_12531_,205.64
_03385_,205.31
_02997_,205.26
irq_pending\[20\],205.14
_10642_,204.8
_12780_,204.56
clknet_5_0__leaf_clk,204.52
_06576_,204.46
_09175_,204.13
_11403_,204.045
_12037_,203.96
_14358_,203.96
_12699_,203.9
_09112_,203.52
_08296_,203.32
_09008_,203.32
_12783_,203.26
_08275_,203.15
_06854_,203
reg_next_pc\[19\],202.67
_13226_,202.64
net603,202.38
_06873_,202.3
_11357_,202.13
net1327,202.1
_13420_,201.66
_08671_,201.48
irq_pending\[24\],201.41
_10246_,201.2
_11492_,201.155
_11304_,200.88
_06365_,200.86
_08918_,200.765
_09458_,200.71
_11970_,200.67
_05509_,200.3
_11692_,200.28
_10833_,200.18
_11857_,200.16
_06029_,199.96
_12216_,199.94
_00723_,199.935
_10095_,199.9
_09155_,199.835
genblk1.pcpi_mul.rs1\[22\],199.78
_05496_,199.75
_13087_,199.59
reg_next_pc\[16\],199.54
_00679_,199.535
alu_out_q\[30\],199.42
_01750_,199.4
_12557_,199.39
_12959_,199.36
_02793_,199.27
_13443_,199.255
_06107_,199.06
_03130_,199.02
_08618_,198.705
_08850_,198.655
_13918_,198.59
_11883_,198.52
_11486_,198.4
_09044_,198.34
_13820_,198.15
_14455_,198.145
_02195_,198.06
_09029_,198.045
_11778_,198.01
_06889_,197.98
alu_out_q\[5\],197.86
_08903_,197.62
_11888_,197.595
_09708_,197.5
_11549_,197.49
_13808_,197.455
_06060_,197.36
irq_pending\[30\],197.28
_11328_,197.06
_11283_,196.875
decoded_imm_uj\[17\],196.85
_09110_,196.49
_05432_,196.44
reg_next_pc\[21\],196.38
_12586_,196.3
_13586_,196.225
_04945_,196.18
_10010_,196.06
alu_out_q\[25\],195.98
_13883_,195.81
_05550_,195.7
_03653_,195.61
_09833_,195.56
reg_next_pc\[4\],195.56
_14537_,195.02
_11780_,194.98
_00678_,194.705
reg_next_pc\[26\],194.59
_13915_,194.54
_06798_,194.48
_10892_,194.34
_10338_,194.26
_13034_,194.04
alu_out_q\[19\],194.02
alu_out_q\[26\],193.98
_08354_,193.82
_13216_,193.71
_05409_,193.56
_11327_,193.46
_06834_,193.36
_10555_,193.26
_06819_,193.16
_09198_,193.14
_10648_,192.88
_14048_,192.73
_11575_,192.72
_08683_,192.59
_06485_,192.53
_02445_,192.48
_13189_,192.36
alu_out_q\[27\],192.35
decoded_imm\[31\],192.2
_10656_,191.86
_08867_,191.84
_10742_,191.82
_13328_,191.4
_05598_,191.22
_14658_,190.96
_11974_,190.88
_12611_,190.8
_13567_,190.74
alu_out_q\[9\],190.67
_06715_,190.48
_03718_,190.34
_02863_,190.135
_13885_,190.11
_05399_,190.06
_10877_,190
_10645_,189.905
_14236_,189.7
_09035_,189.68
_11266_,189.415
_13484_,189.4
_05028_,189.39
_06757_,189.36
_06021_,189.26
_15039_,188.98
_06579_,188.75
_08857_,188.72
_02809_,188.4
_09287_,188.32
_14346_,188.32
_10596_,188.27
_11799_,188.18
_11301_,188.16
decoded_imm_uj\[14\],188.105
net247,188.08
_14709_,187.98
_13437_,187.9
_05392_,187.88
irq_mask\[23\],187.78
_13170_,187.74
reg_out\[3\],187.62
reg_pc\[25\],187.62
_09320_,187.48
_13565_,187.32
_04922_,187.27
_05802_,187.22
_05209_,187.2
_02355_,187.04
_03363_,186.91
_09925_,186.85
_06843_,186.74
_11868_,186.7
_14296_,186.675
_05883_,186.58
_11616_,186.54
genblk1.pcpi_mul.rs1\[29\],186.5
reg_next_pc\[25\],186.465
_08443_,186.34
_09852_,186.18
_08084_,186.16
cpuregs\[1\]\[4\],186.08
_11033_,186.075
_08127_,185.97
alu_out_q\[6\],185.86
_05362_,185.82
_11693_,185.82
reg_next_pc\[27\],185.8
_02504_,185.76
_14943_,185.75
_03705_,185.65
_04165_,185.63
_12772_,185.56
_14297_,185.46
_05943_,185.34
is_slli_srli_srai,185.25
alu_out_q\[20\],185.18
_13457_,185.03
_10945_,185
_11389_,184.765
_12053_,184.74
_14356_,184.56
_14410_,184.46
_03657_,184.175
_08761_,183.98
_08518_,183.94
_10652_,183.92
_08720_,183.89
_08925_,183.48
_08775_,183.2
_04339_,183.135
_13499_,183.095
_12421_,183.04
_06146_,182.98
_10635_,182.92
_14726_,182.92
_13866_,182.84
genblk1.pcpi_mul.rs2\[19\],182.84
_07809_,182.64
_09492_,182.6
reg_next_pc\[6\],182.4
_06797_,182.38
_13428_,182.32
_04935_,182.31
_14640_,182.3
cpuregs\[5\]\[4\],182.25
_14224_,182.18
_02617_,182.04
genblk1.pcpi_mul.rs2\[16\],182.04
_11501_,181.72
_08753_,181.565
_09129_,181.48
pcpi_timeout,181.4
_13913_,181.38
_11973_,181.3
_08641_,181.14
net391,180.99
reg_next_pc\[2\],180.98
_12457_,180.96
_13426_,180.92
_01950_,180.83
_13993_,180.715
_11629_,180.675
_09160_,180.26
_05995_,180.24
_14730_,180.195
_06677_,180.155
decoded_rd\[4\],180
alu_out_q\[4\],179.52
_13738_,179.455
_14478_,179.44
_11544_,179.43
genblk1.pcpi_mul.active\[1\],179.42
_14773_,179.335
_08679_,179.22
_09399_,179.2
_05052_,179.15
_11860_,179.13
net250,179.13
_06281_,178.96
_02499_,178.94
_03135_,178.78
_02356_,178.72
_04592_,178.665
_14257_,178.5
genblk1.pcpi_mul.rd\[11\],178.48
decoded_imm_uj\[18\],178.43
_13651_,178.42
_05904_,178.34
_10629_,178.04
reg_pc\[16\],177.91
genblk1.pcpi_mul.rs1\[24\],177.46
_11548_,177.43
_11563_,177.26
_05922_,177.14
_08691_,177.11
reg_pc\[2\],177
_10554_,176.92
alu_out_q\[23\],176.88
irq_mask\[14\],176.75
genblk1.pcpi_mul.rd\[12\],176.71
_14383_,176.48
_06540_,176.44
genblk1.pcpi_mul.rs2\[3\],176.315
irq_mask\[21\],176.28
_07402_,176.235
_06635_,176.12
_08673_,176.08
_10655_,176.02
irq_pending\[28\],175.98
_10622_,175.94
_11566_,175.875
genblk1.pcpi_mul.rd\[10\],175.87
_09623_,175.39
_09169_,175.35
_11447_,175.25
_09177_,175.21
_14345_,175.18
_03515_,175.1
_14111_,175.095
_05961_,175.09
_02888_,174.9
genblk1.pcpi_mul.rd\[19\],174.76
reg_pc\[27\],174.59
_05245_,174.5
_13869_,174.38
mem_rdata_q\[2\],174.26
_05528_,174.22
_03021_,174.02
_14096_,173.94
_11488_,173.66
_12773_,173.66
decoded_imm\[15\],173.6
_08778_,173.48
decoded_imm_uj\[13\],173.41
_05304_,173.02
_08719_,173.02
_11725_,172.955
_07519_,172.7
_12654_,172.64
_10016_,172.635
_10747_,172.56
_08713_,172.39
_07699_,172.32
_09535_,171.77
_08603_,171.72
_00089_,171.625
_13364_,171.55
net119,171.5
decoded_imm\[11\],171.38
_13476_,171.3
genblk1.pcpi_mul.rs2\[17\],171.285
_11344_,171.2
_11386_,171.15
_06031_,171.14
_08644_,171.14
_14490_,170.995
_11620_,170.94
genblk1.pcpi_mul.rs1\[25\],170.68
alu_out_q\[2\],170.51
_11928_,170.48
_13805_,170.48
_08701_,170.42
_09105_,170.4
_05220_,170.34
_10702_,170.3
_05233_,170.075
_02199_,169.8
_10839_,169.7
_09024_,169.675
_05553_,169.64
_05710_,169.58
_08619_,169.575
_13451_,169.56
_14349_,169.56
_11368_,169.54
_14062_,169.52
_02321_,169.4
_10607_,169.24
_12317_,169.24
_10002_,169.22
_13544_,169.22
irq_pending\[23\],169.14
_08415_,169.04
net398,168.98
_07407_,168.94
_05843_,168.76
_01728_,168.75
_10620_,168.695
_10773_,168.58
_03717_,168.42
_14535_,168.35
_14840_,168.32
alu_out_q\[7\],168.25
_10813_,168.205
_05343_,168.1
_10962_,168.06
_11437_,167.84
_00065_,167.74
_05316_,167.38
_09078_,167.215
_09075_,167.05
_12314_,166.95
_06784_,166.89
_06711_,166.8
_09555_,166.795
_14046_,166.79
_09235_,166.76
_01818_,166.71
_02446_,166.55
_05611_,166.52
_09113_,166.52
_12118_,166.515
_14646_,166.48
_11358_,166.2
_12343_,165.99
_13704_,165.99
_13433_,165.87
_11323_,165.81
irq_state\[0\],165.715
reg_next_pc\[30\],165.71
_11862_,165.69
_13496_,165.68
_00088_,165.66
_01727_,165.63
_06902_,165.57
_13222_,165.47
decoded_imm_uj\[15\],165.405
_13327_,165.38
net395,165.38
_08414_,165.32
_05897_,165.24
_08881_,165.24
_10258_,165.215
_02655_,165.2
_05285_,165.04
_01618_,164.96
_11042_,164.73
_11545_,164.66
_05648_,164.62
irq_mask\[1\],164.58
_04267_,164.5
_14238_,164.42
_06242_,164.36
_12588_,164.3
_01904_,164.28
_13500_,164.22
_01617_,164.2
_10764_,164.175
_12427_,164
_06752_,163.88
_10690_,163.84
_08856_,163.8
_11856_,163.74
_13184_,163.74
_00036_,163.7
_05029_,163.64
decoded_imm_uj\[19\],163.45
_08263_,163.42
_06729_,163.15
_10713_,163.05
_14483_,163.045
_14355_,162.68
_14942_,162.54
alu_out_q\[16\],162.5
genblk1.pcpi_mul.rs2\[22\],162.44
_08817_,162.36
_11487_,162.315
_09152_,162.26
genblk1.pcpi_mul.rs2\[23\],161.94
_13261_,161.895
_11925_,161.65
_08289_,161.64
irq_mask\[8\],161.42
_08684_,161.38
_11278_,161.36
_09874_,161.28
_14187_,161.25
_14665_,161.13
_10812_,161.09
_15005_,161.06
_14347_,160.92
_02747_,160.84
genblk1.pcpi_mul.rs2\[25\],160.76
_08997_,160.63
reg_out\[2\],160.63
_02060_,160.51
_14171_,160.46
_06027_,160.38
_08782_,160.38
_12115_,160.33
_05530_,160.22
_08278_,160.12
_11500_,160.07
_11459_,160.02
_05876_,159.975
_13734_,159.91
_10644_,159.78
_08625_,159.76
_09286_,159.66
_14915_,159.66
_12463_,159.59
_09636_,159.56
_09111_,159.52
_11032_,159.315
_14782_,159.315
_08939_,159.15
_14353_,159.14
_02570_,159.09
_03747_,159.01
_14045_,158.93
_13179_,158.91
_05585_,158.795
_08835_,158.78
_10661_,158.66
_08678_,158.645
alu_out_q\[17\],158.62
_03510_,158.58
_11881_,158.4
_10017_,158.32
_11393_,158.31
_14854_,158.29
_08809_,158.275
_02716_,158.2
_09827_,158.2
_12418_,158.1
_11034_,157.97
_11435_,157.64
mem_rdata_q\[7\],157.56
alu_shr\[22\],157.54
_06783_,157.52
_09397_,157.49
_08614_,157.44
_11703_,157.24
_09870_,157.195
_12042_,157.12
_08564_,157.08
_10665_,156.98
_13896_,156.96
_05491_,156.93
_02713_,156.89
_12040_,156.86
alu_shr\[21\],156.84
alu_out_q\[15\],156.68
_07552_,156.66
_06747_,156.46
_13932_,156.355
_02745_,156.21
_13895_,156.1
net1283,156.08
_04933_,155.95
_14839_,155.94
_03650_,155.91
_08832_,155.655
_11336_,155.58
_13854_,155.58
_08277_,155.49
irq_mask\[31\],155.48
_03271_,155.42
net226,155.22
_11776_,155.2
mem_rdata_q\[3\],155.14
_10726_,155.125
_03564_,155
_01602_,154.94
_05481_,154.88
_03659_,154.64
_13990_,154.605
_14597_,154.605
genblk1.pcpi_mul.rd\[9\],154.59
_08459_,154.52
_05248_,154.445
_05258_,154.34
_11046_,154.22
_09252_,154.205
_14601_,154.005
_03613_,153.98
genblk1.pcpi_mul.rs2\[1\],153.83
_04058_,153.82
_08984_,153.68
_14613_,153.585
_13709_,153.41
_01612_,153.4
timer\[4\],153.36
_03335_,153.3
reg_pc\[19\],153.165
_05226_,153.11
_05051_,153.02
_09251_,152.965
_06274_,152.88
_02211_,152.7
alu_out_q\[29\],152.68
_06528_,152.58
_09767_,152.565
_00722_,152.465
_13354_,152.36
_09773_,152.32
_08845_,152.255
_10848_,152.12
_11264_,152.02
_08145_,152.005
_14344_,151.985
alu_out_q\[8\],151.93
_11930_,151.9
_02225_,151.84
_03712_,151.595
_09772_,151.57
genblk1.pcpi_mul.rs2\[21\],151.48
_03827_,151.4
_13356_,151.39
_09815_,151.37
_09154_,151.29
_11342_,151.22
_12580_,151.21
_09475_,151.15
_03351_,151.08
_05237_,151.05
_07322_,150.87
irq_mask\[12\],150.66
_14064_,150.65
_08823_,150.58
_04921_,150.54
_09476_,150.42
irq_mask\[25\],150.33
_06794_,150.245
_12416_,150.04
_06724_,149.955
_13992_,149.72
_08620_,149.68
_11870_,149.66
clknet_5_17__leaf_clk,149.64
_14672_,149.57
_11976_,149.565
_13728_,149.56
_06881_,149.365
_13881_,149.14
_00000_,149.105
genblk1.pcpi_mul.rd\[5\],148.98
_14865_,148.9
_02047_,148.86
_10027_,148.805
net389,148.74
_07496_,148.69
alu_out_q\[12\],148.65
_09438_,148.64
_09818_,148.62
_03382_,148.54
_05297_,148.54
_14407_,148.44
_13935_,148.42
_08497_,148.24
_08900_,148.16
_01751_,147.85
_10140_,147.74
_05240_,147.6
_05600_,147.5
_02522_,147.46
_14066_,147.1
_01794_,147.06
_11302_,146.94
_13807_,146.88
_13445_,146.8
_09931_,146.64
net382,146.62
_11030_,146.6
_02890_,146.59
_14588_,146.55
alu_out_q\[11\],146.515
_07457_,146.495
_14977_,146.4
_02220_,146.32
_10718_,146.32
_11618_,146.26
_12866_,146.04
_11380_,146.03
reg_pc\[5\],145.98
_03826_,145.94
_11683_,145.92
_08183_,145.91
_08710_,145.87
_12044_,145.85
_02026_,145.84
_10901_,145.82
_07434_,145.78
_13656_,145.78
_12116_,145.77
_06125_,145.72
_02589_,145.7
decoded_imm\[30\],145.7
net203,145.66
_12888_,145.5
_11350_,145.42
_08978_,145.36
latched_store,145.32
_06733_,145.28
_14725_,145.245
_06800_,145.22
_14299_,144.91
_13158_,144.62
irq_mask\[9\],144.62
genblk1.pcpi_mul.rd\[25\],144.56
alu_out_q\[31\],144.43
_13654_,144.335
_05518_,144.16
_00721_,144.125
_03252_,144.05
_12922_,143.945
_02028_,143.88
_13934_,143.82
_08766_,143.8
_06870_,143.76
mem_rdata_q\[11\],143.48
alu_out_q\[14\],143.46
_05936_,143.455
_08879_,143.28
_03256_,143.09
_11890_,143.05
_10179_,142.92
_13491_,142.88
_13165_,142.82
_13191_,142.69
_09600_,142.645
_11614_,142.555
_13018_,142.46
_06567_,142.45
_09805_,142.425
alu_shr\[19\],142.38
_10134_,142.355
net290,142.22
_01878_,142.12
_02576_,142.08
_06100_,142.08
_06235_,142.08
_05542_,142.04
_09448_,142.02
_03501_,142.01
reg_next_pc\[24\],141.93
_02998_,141.92
_14163_,141.9
_14648_,141.75
_05442_,141.72
_14286_,141.66
irq_mask\[18\],141.62
_04128_,141.6
_11636_,141.6
_03628_,141.48
_11937_,141.3
_14069_,141.25
_12205_,141.15
_05660_,141.1
_08714_,141.03
_06086_,141
_05444_,140.98
_03387_,140.95
_03710_,140.95
_09101_,140.92
_13865_,140.9
_10627_,140.805
_11924_,140.8
_01604_,140.78
irq_mask\[30\],140.76
_10647_,140.64
_06178_,140.62
_03275_,140.61
_06682_,140.58
irq_mask\[26\],140.56
_08721_,140.52
_08128_,140.22
_06139_,140.08
_05422_,140.04
genblk1.pcpi_mul.rs2\[2\],139.995
_14342_,139.98
_06764_,139.93
_12703_,139.875
_05424_,139.87
_13814_,139.87
decoded_imm\[23\],139.54
_14919_,139.46
_12701_,139.44
_11639_,139.36
_10972_,139.35
_12175_,139.32
_09910_,139.315
_02374_,139.26
_10004_,139.12
_02434_,139.11
_12111_,139.01
_13160_,139
_13495_,138.965
_10326_,138.85
_11929_,138.84
_06612_,138.8
_14301_,138.76
net376,138.755
_07533_,138.58
_03398_,138.57
_06793_,138.47
_13755_,138.44
_03643_,138.395
_09465_,138.395
_05059_,138.28
decoded_imm\[18\],138.24
decoded_imm_uj\[8\],138.03
_10625_,137.99
_03766_,137.795
_06719_,137.76
_09493_,137.76
_11451_,137.715
_08816_,137.7
_05213_,137.54
_06686_,137.47
_11861_,137.47
_05682_,137.36
_08754_,137.3
_10964_,137.21
_14076_,137.2
_09655_,137.08
_03911_,136.92
_14542_,136.92
_12353_,136.87
_10806_,136.85
_14596_,136.835
_08972_,136.82
irq_pending\[1\],136.82
_14981_,136.78
_12792_,136.74
_12461_,136.68
_02437_,136.67
_01729_,136.64
_01781_,136.62
_05549_,136.56
_09613_,136.55
_14538_,136.535
_07263_,136.48
_11978_,136.44
alu_out_q\[10\],136.4
genblk1.pcpi_mul.rd\[8\],136.36
_06878_,136.22
_01961_,136.17
alu_shr\[18\],136.14
_00087_,136.065
_14041_,135.99
_08162_,135.98
_05089_,135.88
_10253_,135.74
_10719_,135.74
irq_mask\[6\],135.55
_12434_,135.48
_07152_,135.45
_09192_,135.34
_07333_,135.33
_02230_,135.28
_14077_,135.24
_06705_,135.18
_06611_,135.11
reg_pc\[13\],135.06
_00002_,135.045
reg_pc\[22\],135.02
cpu_state\[2\],134.99
_05325_,134.96
_01641_,134.94
_12920_,134.94
_12970_,134.94
_06673_,134.935
_06639_,134.44
_11028_,134.28
_13657_,134.1
_06654_,134.04
_13504_,134.03
_01655_,133.96
_09318_,133.93
_05556_,133.9
_11779_,133.9
_06574_,133.84
genblk1.pcpi_mul.rs1\[30\],133.82
_05816_,133.78
_12702_,133.7
_01688_,133.68
_09675_,133.66
_11385_,133.6
_12795_,133.5
_08935_,133.455
_08838_,133.36
_05255_,133.29
_10603_,133.28
_09290_,133.18
_10799_,133.165
_06379_,133.14
genblk1.pcpi_mul.rd\[6\],133.14
_13208_,133.1
_08083_,132.96
_10450_,132.95
_09368_,132.9
_02552_,132.78
_14727_,132.7
_12753_,132.56
_09009_,132.36
_05472_,132.19
reg_pc\[24\],132.15
_06662_,132.125
_02816_,132.04
_00716_,131.985
alu_out_q\[24\],131.98
cpuregs\[15\]\[4\],131.74
_03381_,131.6
_06068_,131.58
_08436_,131.42
_08707_,131.34
_11381_,131.32
_01958_,131.3
_11684_,131.265
_12871_,131.26
_09808_,131.2
_12923_,131.14
_10244_,131.08
_03770_,131.06
_09033_,130.82
_10100_,130.82
mem_rdata_q\[4\],130.78
_06228_,130.68
_06645_,130.645
_12794_,130.615
_03715_,130.58
_11457_,130.575
_02598_,130.53
_06743_,130.525
irq_mask\[11\],130.52
_06760_,130.49
_06896_,130.46
_09366_,130.42
reg_next_pc\[3\],130.42
_12665_,130.38
_01863_,130.36
mem_rdata_q\[16\],130.32
_02073_,130.235
_03354_,130.22
_01647_,130.16
_11551_,130.14
_06814_,130
_12209_,130
_10691_,129.93
_03521_,129.9
_12345_,129.88
_04936_,129.8
irq_mask\[24\],129.74
_09974_,129.71
_02389_,129.55
_05270_,129.53
irq_mask\[29\],129.51
_10886_,129.46
_12587_,129.29
_09084_,129.28
_14805_,129.22
_13190_,129.205
_14216_,129.105
_04991_,129.04
_08975_,129
_06373_,128.94
_02808_,128.82
_02331_,128.72
_14117_,128.66
_05475_,128.62
_11332_,128.54
_09339_,128.34
_11763_,128.26
_02367_,128.22
_09608_,128.2
_14300_,127.98
_03608_,127.94
_03503_,127.91
irq_mask\[27\],127.91
_07517_,127.835
_15027_,127.74
_12123_,127.7
_08950_,127.665
_08382_,127.62
_01854_,127.56
_14306_,127.535
_05072_,127.48
_03837_,127.46
_08736_,127.42
_11383_,127.42
_11645_,127.28
_06701_,127.265
_04226_,127.25
_06537_,127.25
_05498_,127.24
_09021_,127.22
_06267_,127.2
_10733_,127.16
_02728_,127.1
_05360_,127.05
_10090_,126.995
_02749_,126.92
_06171_,126.895
_08854_,126.74
_13940_,126.62
_11547_,126.615
_05559_,126.51
_06535_,126.475
_12889_,126.42
_01504_,126.34
clknet_leaf_103_clk,126.34
_13259_,126.32
_00064_,126.31
_14248_,126.28
_05515_,126.26
_12657_,126.195
_13188_,126.18
_13697_,126.18
decoded_imm\[21\],126.16
decoded_imm\[25\],126.12
_12465_,126.05
_14843_,125.96
_08390_,125.92
_05850_,125.87
_05738_,125.84
_02329_,125.78
_04939_,125.75
_11991_,125.69
_03559_,125.665
_05655_,125.655
_13660_,125.62
_09712_,125.585
_08780_,125.55
_06047_,125.54
clknet_leaf_195_clk,125.44
_09373_,125.42
_05416_,125.4
_00717_,125.365
genblk1.pcpi_mul.rs1\[3\],125.32
_10520_,125.29
_06376_,125.16
irq_mask\[15\],125.12
_07516_,125.115
_09457_,125.1
_11286_,125
_09723_,124.9
_03654_,124.815
_06755_,124.69
_13747_,124.68
_08875_,124.4
_13506_,124.35
_12862_,124.29
_10323_,124.205
_11335_,124.135
_02215_,124.02
clknet_leaf_142_clk,124.01
_13055_,123.825
_05458_,123.78
_02176_,123.76
irq_mask\[16\],123.72
_06505_,123.685
_05108_,123.58
_06830_,123.52
_08386_,123.42
_08621_,123.335
_02107_,123.22
_09080_,122.88
_04159_,122.85
_05915_,122.84
_10863_,122.84
_01648_,122.775
_02286_,122.72
_11612_,122.66
_13209_,122.66
irq_mask\[17\],122.62
_02592_,122.61
_13434_,122.6
net325,122.5
_04944_,122.46
_13948_,122.42
_10872_,122.24
_10411_,122.235
_04129_,122.23
_05439_,122.18
net205,122.12
_02512_,122.04
net249,122
_09064_,121.88
_09611_,121.7
_05372_,121.66
_11988_,121.64
_05988_,121.6
cpu_state\[1\],121.56
_08709_,121.53
_14283_,121.41
_02003_,121.38
_04355_,121.38
_12715_,121.36
_12905_,121.34
_14684_,121.24
net103,121.22
_05348_,121.21
_11691_,121.18
_09233_,121.095
_06614_,121.07
_05235_,121.06
_03496_,121.01
_13949_,121.01
_08391_,120.98
_01597_,120.96
decoded_rd\[3\],120.96
_10287_,120.8
_04937_,120.56
_11409_,120.54
_13332_,120.46
_14305_,120.44
_05696_,120.36
_08383_,120.34
_07796_,120.3
_10601_,120.3
_10965_,120.24
genblk1.pcpi_mul.rd\[7\],120.22
_11985_,120.155
_08384_,120.1
_11485_,120.06
_10662_,119.78
_01657_,119.7
_07883_,119.58
_02373_,119.52
_14212_,119.5
_05745_,119.44
genblk1.pcpi_mul.rd\[26\],119.4
_10654_,119.32
instr_lui,119.295
_10623_,119.28
genblk1.pcpi_mul.rs1\[17\],119.22
_11987_,119.12
_02514_,119.02
irq_mask\[7\],118.98
_13742_,118.9
_07829_,118.8
_11726_,118.8
_14918_,118.8
_14871_,118.76
_11882_,118.62
_06628_,118.615
_06816_,118.6
_11777_,118.59
alu_shr\[24\],118.49
alu_out_q\[18\],118.48
_01963_,118.3
_06668_,118.23
_08389_,118.18
_11798_,118.14
_05617_,118.06
_11496_,118.055
genblk1.pcpi_mul.rs2\[9\],118.04
timer\[13\],118.04
_08355_,118
_05239_,117.98
_07353_,117.98
_09540_,117.94
_15103_,117.92
_12462_,117.89
_05339_,117.86
_08557_,117.86
_14447_,117.835
_11138_,117.82
_09285_,117.78
_11707_,117.76
timer\[6\],117.7
net183,117.7
_05382_,117.54
_02448_,117.48
_13056_,117.44
_12346_,117.4
_03019_,117.36
_11885_,117.35
_09016_,117.3
_13172_,117.28
_13334_,117.22
_13478_,117.22
count_cycle\[48\],117.205
_01789_,117.16
_07833_,117.12
_09509_,116.84
_09460_,116.81
decoded_imm\[22\],116.76
_05420_,116.66
decoded_imm_uj\[20\],116.62
_03120_,116.56
_05857_,116.56
_06672_,116.52
_09554_,116.28
_05084_,116.245
decoded_imm_uj\[5\],116.185
_02726_,116.12
_11388_,115.94
_02473_,115.92
_05485_,115.86
_08511_,115.84
_09461_,115.72
_09765_,115.62
_14482_,115.61
_13022_,115.6
_03937_,115.56
_05643_,115.52
_06308_,115.5
_02304_,115.49
decoded_imm_uj\[6\],115.45
genblk1.pcpi_mul.rs1\[5\],115.395
_09671_,115.37
_01837_,115.3
_06799_,115.24
_14775_,115.14
_08460_,115.06
_12437_,114.93
_10455_,114.92
_03466_,114.86
net1302,114.86
_05039_,114.8
decoded_imm_uj\[7\],114.79
_11118_,114.74
_10398_,114.705
_02594_,114.68
_06785_,114.68
_11818_,114.64
_09872_,114.6
irq_mask\[2\],114.58
_06911_,114.56
_12211_,114.51
_00606_,114.44
_14794_,114.44
_14653_,114.4
_04017_,114.3
_11952_,114.28
count_instr\[20\],114.24
reg_out\[20\],114.24
_14249_,114.22
clknet_leaf_77_clk,114.215
_14654_,114.21
_02620_,114.14
_05469_,114.135
_03840_,114.12
_01861_,114.04
_05401_,113.875
_05413_,113.835
_02174_,113.82
_04162_,113.72
clknet_leaf_213_clk,113.62
_09020_,113.605
_02309_,113.54
_13340_,113.54
clknet_leaf_179_clk,113.415
_06738_,113.38
irq_mask\[4\],113.38
_11842_,113.365
_13195_,113.35
_10009_,113.28
_06696_,113.24
_01937_,113.22
_10703_,113.17
_13740_,113.17
_14277_,113.16
_05461_,113.14
clknet_leaf_182_clk,113.1
_00093_,112.985
_02101_,112.9
_15116_,112.74
_05404_,112.7
_13365_,112.66
_09364_,112.58
_13579_,112.46
_12542_,112.435
_09566_,112.38
_10212_,112.375
_06840_,112.305
_06648_,112.14
_03825_,112.06
_11822_,111.96
_05007_,111.92
_05321_,111.9
_05143_,111.865
_05981_,111.82
_15115_,111.77
alu_out_q\[28\],111.74
_09048_,111.7
_03953_,111.665
_08735_,111.66
_05446_,111.64
_13019_,111.6
_09133_,111.58
_07409_,111.54
_03404_,111.49
_03655_,111.4
_10631_,111.34
_05504_,111.32
_03939_,111.3
_08356_,111.3
alu_shr\[13\],111.28
_05364_,111.2
_09632_,111.18
_05836_,111.08
_03314_,111
_03787_,111
_12322_,110.9
_11731_,110.84
_07990_,110.75
decoded_imm\[20\],110.72
_01686_,110.68
_10553_,110.595
_07064_,110.58
_03721_,110.41
_00092_,110.38
_12718_,110.32
_08665_,110.28
_05467_,110.24
_03412_,110.2
_10570_,110.2
decoded_imm\[26\],110.18
_14550_,110.16
_03245_,110.12
_08550_,110.12
_05428_,110.06
_15081_,110.025
_15119_,109.955
_13262_,109.9
_04262_,109.88
